date,instrument,prediction
2022-06-08,si1s,0.55
2022-06-09,cl1s,0.55
2022-06-09,es1s,0.55
2022-06-09,fesx1s,0.55
2022-06-09,hg1s,0.55
2022-06-09,nq1s,0.55
2022-06-09,pl1s,0.55
2022-06-09,rb1s,0.55
2022-06-09,si1s,0.55
2022-06-10,cl1s,0.55
2022-06-10,es1s,0.55
2022-06-10,fesx1s,0.55
2022-06-10,hg1s,0.55
2022-06-10,nq1s,0.55
2022-06-10,pl1s,0.55
2022-06-10,rb1s,0.55
2022-06-10,si1s,0.55
2022-06-13,cl1s,0.55
2022-06-13,fesx1s,0.55
2022-06-13,hg1s,0.55
2022-06-13,nq1s,0.55
2022-06-13,pl1s,0.55
2022-06-13,rb1s,0.55
2022-06-13,si1s,0.55
2022-06-14,cl1s,0.55
2022-06-14,es1s,0.55
2022-06-14,fesx1s,0.55
2022-06-14,gc1s,0.55
2022-06-14,hg1s,0.55
2022-06-14,nq1s,0.55
2022-06-14,pl1s,0.55
2022-06-14,rb1s,0.55
2022-06-14,si1s,0.55
2022-06-15,cl1s,0.55
2022-06-15,es1s,0.55
2022-06-15,fesx1s,0.55
2022-06-15,gc1s,0.55
2022-06-15,hg1s,0.55
2022-06-15,nq1s,0.55
2022-06-15,pl1s,0.55
2022-06-15,rb1s,0.55
2022-06-15,si1s,0.55
2022-06-16,cl1s,0.55
2022-06-16,es1s,0.55
2022-06-16,fesx1s,0.55
2022-06-16,hg1s,0.55
2022-06-16,nq1s,0.55
2022-06-16,pl1s,0.55
2022-06-16,rb1s,0.55
2022-06-16,si1s,0.55
2022-06-17,cl1s,0.55
2022-06-17,es1s,0.55
2022-06-17,fesx1s,0.55
2022-06-17,hg1s,0.55
2022-06-17,ng1s,0.55
2022-06-17,nq1s,0.55
2022-06-17,pl1s,0.55
2022-06-17,rb1s,0.55
2022-06-17,si1s,0.55
2022-06-20,fesx1s,0.55
2022-06-21,cl1s,0.55
2022-06-21,es1s,0.55
2022-06-21,fesx1s,0.55
2022-06-21,hg1s,0.55
2022-06-21,ng1s,0.55
2022-06-21,nq1s,0.55
2022-06-21,pl1s,0.55
2022-06-21,rb1s,0.55
2022-06-21,si1s,0.55
2022-06-22,cl1s,0.55
2022-06-22,es1s,0.55
2022-06-22,fesx1s,0.55
2022-06-22,hg1s,0.55
2022-06-22,ng1s,0.55
2022-06-22,nq1s,0.55
2022-06-22,pl1s,0.55
2022-06-22,rb1s,0.55
2022-06-22,si1s,0.55
2022-06-23,cl1s,0.55
2022-06-23,es1s,0.55
2022-06-23,fesx1s,0.55
2022-06-23,gc1s,0.55
2022-06-23,hg1s,0.55
2022-06-23,nq1s,0.55
2022-06-23,pl1s,0.55
2022-06-23,rb1s,0.55
2022-06-23,si1s,0.55
2022-06-24,cl1s,0.55
2022-06-24,es1s,0.55
2022-06-24,fesx1s,0.55
2022-06-24,gc1s,0.55
2022-06-24,hg1s,0.55
2022-06-24,nq1s,0.55
2022-06-24,pl1s,0.55
2022-06-24,rb1s,0.55
2022-06-24,si1s,0.55
2022-06-27,cl1s,0.55
2022-06-27,es1s,0.55
2022-06-27,fesx1s,0.55
2022-06-27,gc1s,0.55
2022-06-27,hg1s,0.55
2022-06-27,nq1s,0.55
2022-06-27,pl1s,0.55
2022-06-27,rb1s,0.55
2022-06-27,si1s,0.55
2022-06-28,cl1s,0.55
2022-06-28,es1s,0.55
2022-06-28,fesx1s,0.55
2022-06-28,gc1s,0.55
2022-06-28,hg1s,0.55
2022-06-28,nq1s,0.55
2022-06-28,pl1s,0.55
2022-06-28,rb1s,0.55
2022-06-28,si1s,0.55
2022-06-29,cl1s,0.55
2022-06-29,es1s,0.55
2022-06-29,fesx1s,0.55
2022-06-29,gc1s,0.55
2022-06-29,hg1s,0.55
2022-06-29,ng1s,0.55
2022-06-29,nq1s,0.55
2022-06-29,rb1s,0.55
2022-06-29,si1s,0.55
2022-06-30,cl1s,0.55
2022-06-30,es1s,0.55
2022-06-30,fesx1s,0.55
2022-06-30,gc1s,0.55
2022-06-30,hg1s,0.55
2022-06-30,nq1s,0.55
2022-06-30,pl1s,0.55
2022-06-30,rb1s,0.55
2022-06-30,si1s,0.55
