date,instrument,prediction
2021-11-15,rb1s,0.55
2021-11-16,cl1s,0.55
2021-11-16,ng1s,0.55
2021-11-16,rb1s,0.55
2021-11-17,cl1s,0.55
2021-11-17,ng1s,0.55
2021-11-17,rb1s,0.55
2021-11-18,cl1s,0.55
2021-11-18,ho1s,0.55
2021-11-18,ng1s,0.55
2021-11-18,rb1s,0.55
2021-11-19,cl1s,0.55
2021-11-19,ng1s,0.55
2021-11-19,rb1s,0.55
2021-11-22,cl1s,0.55
2021-11-22,ho1s,0.55
2021-11-22,ng1s,0.55
2021-11-22,rb1s,0.55
2021-11-23,cl1s,0.55
2021-11-23,ng1s,0.55
2021-11-23,rb1s,0.55
2021-11-24,cl1s,0.55
2021-11-24,ng1s,0.55
2021-11-24,rb1s,0.55
2021-11-26,cl1s,0.55
2021-11-26,ho1s,0.55
2021-11-26,ng1s,0.55
2021-11-26,rb1s,0.55
2021-11-29,cl1s,0.55
2021-11-29,ho1s,0.55
2021-11-29,ng1s,0.55
2021-11-29,rb1s,0.55
2021-11-30,cl1s,0.55
2021-11-30,ho1s,0.55
2021-11-30,ng1s,0.55
2021-11-30,rb1s,0.55
2021-12-01,cl1s,0.55
2021-12-01,ho1s,0.55
2021-12-01,rb1s,0.55
2021-12-02,cl1s,0.55
2021-12-02,ho1s,0.55
2021-12-02,rb1s,0.55
2021-12-03,cl1s,0.55
2021-12-03,ho1s,0.55
2021-12-03,rb1s,0.55
2021-12-06,cl1s,0.55
2021-12-06,rb1s,0.55
2021-12-07,cl1s,0.55
2021-12-07,rb1s,0.55
2021-12-08,cl1s,0.55
2021-12-08,rb1s,0.55
2021-12-09,cl1s,0.55
2021-12-09,rb1s,0.55
2021-12-10,cl1s,0.55
2021-12-10,rb1s,0.55
2021-12-13,cl1s,0.55
2021-12-13,rb1s,0.55
2021-12-14,cl1s,0.55
2021-12-14,ho1s,0.55
2021-12-14,rb1s,0.55
2021-12-15,cl1s,0.55
2021-12-15,ho1s,0.55
2021-12-15,rb1s,0.55
2021-12-16,cl1s,0.55
2021-12-16,ho1s,0.55
2021-12-16,rb1s,0.55
2021-12-17,cl1s,0.55
2021-12-17,ho1s,0.55
2021-12-17,rb1s,0.55
2021-12-20,cl1s,0.55
2021-12-20,ho1s,0.55
2021-12-20,rb1s,0.55
2021-12-21,cl1s,0.55
2021-12-21,ho1s,0.55
2021-12-21,rb1s,0.55
2021-12-22,cl1s,0.55
2021-12-22,ho1s,0.55
2021-12-22,rb1s,0.55
2021-12-23,cl1s,0.55
2021-12-23,ho1s,0.55
2021-12-23,rb1s,0.55
2021-12-27,cl1s,0.55
2021-12-27,ho1s,0.55
2021-12-27,rb1s,0.55
2021-12-28,cl1s,0.55
2021-12-28,ho1s,0.55
2021-12-28,rb1s,0.55
2021-12-29,cl1s,0.55
2021-12-29,ho1s,0.55
2021-12-29,rb1s,0.55
2021-12-30,cl1s,0.55
2021-12-30,rb1s,0.55
2021-12-31,cl1s,0.55
2021-12-31,rb1s,0.55
